CountryOrTerritory,StationName,StationCode,StationType,StationArea,PollutantCode,Pollutant,Latitude,Longitude,Altitude,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,MeasurementMethodCode,MeasurementMethod,OperationYear,PollutantType,isAir
Germany,Kassel-Fünffenster-Str.,DEHE049,Traffic,Urban,PTAC030,"m,p-Xylene ",51.312076,9.49112,12.0,Continuous data collection,2010-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2010,air,1
Germany,Nürnberg/Von-der-Tann-Straße,DEBY120,Traffic,Urban,PTAC010,Cadmium in PM10 ,49.440478000000006,11.036096,67.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2011,aerosol,0
Germany,Hasenholz,DEBB053,Background,Rural-Regional,PTAC055,potassium in PM2.5 ,52.563835,14.015251999999998,543.0,Continuous data collection,2013-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2013,aerosol,0
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC041,Nitrate in PM10 ,47.913256,7.908035000000001,75.0,Continuous data collection,1999-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,1999,aerosol,0
Germany,"Cottbus, W.-Külz-Str.",DEBB087,Traffic,Urban,PTAC006,Ammonium in PM2.5 ,51.754129999999996,14.325548999999999,551.0,Continuous data collection,2011-12-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2011,aerosol,0
Germany,Hoyerswerda,DESN050,Background,Urban,PTAC044,Nitrogen monoxide ,51.436885,14.254335000000001,15.0,Continuous data collection,1994-08-31T23:00:01Z,2010-01-03T24:00:00+01:00,PMME045,Chemiluminescence,1994,air,1
Germany,"Cottbus, W.-Külz-Str.",DEBB087,Traffic,Urban,PTAC007,Arsenic in PM10 ,51.754129999999996,14.325548999999999,11.0,Continuous data collection,2010-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME064,Light scattering,2010,aerosol,0
Germany,"Cottbus, W.-Külz-Str.",DEBB087,Traffic,Urban,PTAC039,Nickel in PM10 ,51.754129999999996,14.325548999999999,64.0,Continuous data collection,2012-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME064,Light scattering,2012,aerosol,0
Germany,Garz,DEMV026,Background,Rural,PTAC045,Nitrogen oxides ,54.323514,13.342138,70.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Mainz-Parcusstraße,DERP010,Traffic,Urban,PTAC063,Toluene ,50.001026,8.261130999999999,74.0,Continuous data collection,1978-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME004,Gas chromatography,1978,air,1
Germany,Waldhof,DEUB005,Background,Rural,PTAC024,Ethane ,52.800773,10.756733,76.0,Continuous data collection,1997-12-31T23:00:01Z,Not Specified,PMME024,Light absorption,1997,air,1
Germany,Gießen-Westanlage,DEHE061,Traffic,Urban,PTAC048,o-Xylene ,50.584108,8.668579,12.0,Continuous data collection,2010-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2010,air,1
Germany,Essen Hombrucher Straße 21,DENW171,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.457392,7.047233,71.0,Continuous data collection,2004-07-26T23:00:01Z,2015-09-10T24:00:00+01:00,PMME064,Light scattering,2004,air,1
Germany,Brandenburg a.d. Havel,DEBB055,Background,Suburban,PTAC039,Nickel in PM10 ,52.420442,12.552303,64.0,Continuous data collection,2016-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME064,Light scattering,2016,aerosol,0
Germany,Hildesheim Verkehr,DENI066,Traffic,Urban,PTAC045,Nitrogen oxides ,52.150775,9.950223,13.0,Continuous data collection,2019-01-14T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2019,air,1
Germany,Freiburg Schwarzwaldstraße,DEBW122,Traffic,Urban,PTAC028,Lead in PM10 ,47.9882,7.85992,195.0,Continuous data collection,2007-03-01T23:00:01Z,2014-12-31T24:00:00+01:00,PMME028,Non-dispersive infrared spectroscopy (NDIR),2007,aerosol,0
Germany,"Potsdam, Groß Glienicke",DEBB075,Background,Suburban,PTAC049,Ozone ,52.484168000000004,13.123698000000001,190.0,Continuous data collection,2007-04-26T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2007,air,1
Germany,Erfurt Krämpferstr.,DETH020,Background,Urban,PTAC028,Lead in PM10 ,50.979455,11.037924,210.0,Continuous data collection,2014-01-02T23:00:01Z,2018-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2014,aerosol,0
Germany,Lauenburg-Murjahnstraße,DESH058,Background,Urban,PTAC049,Ozone ,53.382338,10.540524000000001,207.0,Continuous data collection,2018-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2018,air,1
Germany,Lünen Mühlenweg,DENW306,Industrial,Urban,PTAC007,Arsenic in PM10 ,51.61395,7.471006,610.0,Continuous data collection,2014-12-31T23:00:01Z,2015-03-31T24:00:00+01:00,PMME044,UV fluorescence,2014,aerosol,0
Germany,Schmücke,DEUB029,Background,Rural,PTAC039,Nickel in PM10 ,50.654066,10.769534,215.0,Continuous data collection,2003-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2003,aerosol,0
Germany,Halle/Merseburger Strasse,DEST075,Traffic,Urban,PTAC007,Arsenic in PM10 ,51.475164,11.983406,210.0,Continuous data collection,2001-12-31T23:00:01Z,2010-04-24T24:00:00+01:00,PMME031,Beta ray attenuation,2001,aerosol,0
Germany,Eberswalde Breite Straße,DEBB060,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.832467,13.822211,189.0,Continuous data collection,2012-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME024,Light absorption,2012,aerosol,0
Germany,Neuglobsow,DEUB030,Background,Rural-Regional,PTAC053,pentenes ,53.141303,13.031661999999999,16.0,Continuous data collection,2004-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME064,Light scattering,2004,air,1
Germany,Halle/Merseburger Strasse,DEST075,Traffic,Urban,PTAC028,Lead in PM10 ,51.475164,11.983406,75.0,Continuous data collection,2014-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2014,aerosol,0
Germany,Schmücke,DEUB029,Background,Rural,PTAC038,n-Hexane ,50.654066,10.769534,211.0,Continuous data collection,1997-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,1997,air,1
Germany,Aachen-Burtscheid,DENW094,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,50.754729,6.093826,594.0,Continuous data collection,2007-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2007,aerosol,0
Germany,Dresden-Bergstr.,DESN084,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.026294,13.731608,210.0,Continuous data collection,2004-12-31T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2004,aerosol,0
Germany,Duisburg Bergstraße 48,DENW254,Industrial,Urban,PTAC007,Arsenic in PM10 ,51.467894,6.752342,205.0,Continuous data collection,2007-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2007,aerosol,0
Germany,Leipzig-West,DESN059,Background,Urban,PTAC045,Nitrogen oxides ,51.317904999999996,12.297411,75.0,Continuous data collection,1994-08-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME045,Chemiluminescence,1994,air,1
Germany,Nürnberg/Muggenhof,DEBY058,Background,Urban,PTAC043,Nitrogen dioxide ,49.462229,11.0248,12.0,Continuous data collection,2012-01-18T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Dortmund Steinstraße,DENW101,Traffic,Urban,PTAC044,Nitrogen monoxide ,51.5196,7.464249000000001,71.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Remscheid Freiheitstraße,DENW166,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.17804,7.18195,14.0,Periodic data collection,2004-07-28T23:00:01Z,Not Specified,PMME064,Light scattering,2004,air,1
Germany,Oldenburg Verkehr,DENI076,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,53.15184,8.21754,600.0,Continuous data collection,2009-12-31T23:00:01Z,2013-01-06T24:00:00+01:00,PMME041,Nephelometry + BETA,2009,aerosol,0
Germany,Mühlhausen Wanfrieder Str,DETH091,Traffic,Urban,PTAC044,Nitrogen monoxide ,51.205226,10.448432,75.0,Continuous data collection,2011-01-18T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Wittenberg/Dessauer Strasse,DEST092,Traffic,Urban,PTAC009,Benzene ,51.867471,12.59827,15.0,Continuous data collection,1996-10-31T23:00:01Z,Not Specified,PMME004,Gas chromatography,1996,air,1
Germany,Berlin Leipziger Straße,DEBE082,Traffic,Urban,PTAC043,Nitrogen dioxide ,52.510402,13.391295999999999,553.0,Continuous data collection,2006-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2006,air,1
Germany,Braubach,DERP043,Industrial,Rural,PTAC051,Particulate matter < 10 µm ,50.275108,7.652114999999999,15.0,Continuous data collection,2010-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2010,aerosol,0
Germany,Kamp-Lintfort Eyller-Berg-Straße,DENW307,Industrial,Suburban,PTAC010,Cadmium in PM10 ,51.481842,6.527344,74.0,Continuous data collection,2015-12-31T23:00:01Z,2016-06-30T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Erfurt Walkmühlstr.,DETH099,Traffic,Urban,PTAC043,Nitrogen dioxide ,50.970955,11.022236,75.0,Continuous data collection,2015-01-05T23:00:01Z,2019-12-31T24:00:00+01:00,PMME064,Light scattering,2015,air,1
Germany,Bremerhaven-Cherbourger Straße,DEHB011,Traffic,Urban,PTAC043,Nitrogen dioxide ,53.585262,8.59876,570.0,Continuous data collection,2007-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2007,air,1
Germany,Pfinztal Karlsruher Straße,DEBW125,Traffic,Suburban,PTAC028,Lead in PM10 ,49.00371,8.52628,195.0,Continuous data collection,2010-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME028,Non-dispersive infrared spectroscopy (NDIR),2010,aerosol,0
Germany,Konstanz,DEBW052,Background,Urban,PTAC043,Nitrogen dioxide ,47.664361,9.169289,195.0,Continuous data collection,1990-08-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1990,air,1
Germany,Trier Kaiserstraße,DERP036,Traffic,Urban,PTAC043,Nitrogen dioxide ,49.750128000000004,6.636977000000001,603.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,2017,air,1
Germany,Ulm,DEBW019,Background,Urban,PTAC009,Benzene ,48.396836,9.979030999999999,195.0,Continuous data collection,2000-01-19T23:00:01Z,2016-12-31T24:00:00+01:00,PMME028,Non-dispersive infrared spectroscopy (NDIR),2000,air,1
Germany,Dortmund-Eving,DENW008,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,51.536893,7.457408999999999,14.0,Continuous data collection,2011-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,Cottbus,DEBB064,Background,Urban,PTAC032,magnesium in PM2.5 ,51.746848,14.334470000000001,545.0,Continuous data collection,2014-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2014,aerosol,0
Germany,Brunsbüttel-Cuxhavener Straße,DESH035,Background,Urban,PTAC039,Nickel in PM10 ,53.896117000000004,9.156908,15.0,Continuous data collection,2016-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2016,aerosol,0
Germany,Frankfurt Römerberg 27,DEHE141,Background,Urban,PTAC043,Nitrogen dioxide ,50.110455,8.682489,581.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2017,air,1
Germany,Berlin Frankfurter Allee,DEBE065,Traffic,Urban,PTAC045,Nitrogen oxides ,52.514072,13.469930999999999,552.0,Continuous data collection,1993-08-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1993,air,1
Germany,Kleiner Feldberg,DEHE052,Background,Rural,PTAC033,Manganese in PM10 ,50.221940999999994,8.446079,68.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2011,aerosol,0
Germany,Kelheim/Regensburger Straße,DEBY028,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,48.909518,11.879245,196.0,Continuous data collection,2014-04-23T23:00:01Z,2014-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2014,aerosol,0
Germany,Hamburg Sternschanze,DEHH008,Background,Urban,PTAC051,Particulate matter < 10 µm ,53.56414,9.967882000000001,583.0,Continuous data collection,2000-09-28T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2000,aerosol,0
Germany,Berlin Buch,DEBE051,Background,Suburban,PTAC052,Particulate matter < 2.5 µm ,52.64416899999999,13.483079,192.0,Continuous data collection,2010-12-31T23:00:01Z,2014-01-01T24:00:00+01:00,PMME024,Light absorption,2010,aerosol,0
Germany,Barbis-Verkehr,DENI071,Traffic,Suburban,PTAC039,Nickel in PM10 ,51.61365,10.42275,600.0,Continuous data collection,2008-08-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2008,aerosol,0
Germany,Aachen Wilhelmstraße,DENW207,Traffic,Urban,PTAC030,"m,p-Xylene ",50.773126,6.09576,609.0,Continuous data collection,2007-01-09T23:00:01Z,Not Specified,PMME044,UV fluorescence,2007,air,1
Germany,"Frankfurt (Oder), Leipziger Str.",DEBB045,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.337336,14.538595,11.0,Continuous data collection,2016-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME064,Light scattering,2016,aerosol,0
Germany,"Brandenburg, Neuendorfer Str.",DEBB049,Traffic,Urban,PTAC060,sulphate in PM10 ,52.409309,12.548376,11.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,2009,aerosol,0
Germany,Ratingen-Tiefenbroich,DENW078,Background,Suburban,PTAC051,Particulate matter < 10 µm ,51.303394,6.819887,14.0,Continuous data collection,2013-04-09T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2013,aerosol,0
Germany,Zingst,DEUB028,Background,Rural,PTAC055,potassium in PM2.5 ,54.436985,12.721938,16.0,Continuous data collection,2010-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME064,Light scattering,2010,aerosol,0
Germany,Freiberg,DESN017,Background,Urban,PTAC027,indeno_123cd_pyrene in PM10 ,50.9163,13.346826,74.0,Continuous data collection,1998-02-01T23:00:01Z,Not Specified,PMME064,Light scattering,1998,aerosol,0
Germany,Aachen-Burtscheid,DENW094,Background,Urban,PTAC044,Nitrogen monoxide ,50.754729,6.093826,202.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Essen-Ost Steeler Straße,DENW043,Traffic,Urban,PTAC030,"m,p-Xylene ",51.451176000000004,7.030533999999999,13.0,Continuous data collection,2001-03-20T23:00:01Z,Not Specified,PMME064,Light scattering,2001,air,1
Germany,Potsdam-Zentrum,DEBB021,Background,Urban,PTAC051,Particulate matter < 10 µm ,52.401352,13.059944999999999,64.0,Continuous data collection,2013-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME064,Light scattering,2013,aerosol,0
Germany,Erfurt Krämpferstr.,DETH020,Background,Urban,PTAC028,Lead in PM10 ,50.979455,11.037924,630.0,Continuous data collection,2010-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME044,UV fluorescence,2010,aerosol,0
Germany,Güstrow,DEMV019,Background,Urban,PTAC007,Arsenic in PM10 ,53.78175,12.175512,580.0,Continuous data collection,2010-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2010,aerosol,0
Germany,Allertal,DENI052,Background,Suburban,PTAC043,Nitrogen dioxide ,52.82943,9.62295,202.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Halle/Paracelsusstr.,DEST102,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.494756,11.981314,15.0,Continuous data collection,2009-10-19T23:00:01Z,2013-04-16T24:00:00+01:00,PMME041,Nephelometry + BETA,2009,aerosol,0
Germany,Baden-Baden,DEBW076,Background,Suburban,PTAC044,Nitrogen monoxide ,48.773072,8.220214,194.0,Continuous data collection,1993-03-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1993,air,1
Germany,Hamburg Habichtstraße,DEHH068,Traffic,Urban,PTAC009,Benzene ,53.592301,10.053859,67.0,Continuous data collection,2001-12-31T23:00:01Z,2019-01-02T24:00:00+01:00,PMME004,Gas chromatography,2001,air,1
Germany,Greiz Mollbergstr.,DETH036,Background,Urban,PTAC049,Ozone ,50.655861,12.205199,630.0,Continuous data collection,1996-05-14T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1996,air,1
Germany,Bremen-West,DEHB003,Background,Urban,PTAC049,Ozone ,53.111095999999996,8.755619,195.0,Continuous data collection,1989-12-31T23:00:01Z,2010-04-30T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,1989,air,1
Germany,Eisenhüttenstadt,DEBB032,Industrial,Suburban,PTAC012,calcium in PM10 ,52.146264,14.638166,63.0,Continuous data collection,2011-12-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME064,Light scattering,2011,aerosol,0
Germany,Hasenholz,DEBB053,Background,Rural-Regional,PTAC049,Ozone ,52.563835,14.015251999999998,65.0,Continuous data collection,2000-11-30T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2000,air,1
Germany,Westpfalz-Waldmohr,DERP013,Background,Rural,PTAC062,Sulphur dioxide ,49.423116,7.293543,604.0,Continuous data collection,1983-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,1983,air,1
Germany,Löcknitz,DEMV012,Background,Rural,PTAC051,Particulate matter < 10 µm ,53.520456,14.257407,580.0,Continuous data collection,2010-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2010,aerosol,0
Germany,Eberswalde Breite Straße,DEBB060,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.832467,13.822211,65.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Bonn Reuterstraße,DENW175,Traffic,Urban,PTAC009,Benzene ,50.72258,7.09708,203.0,Continuous data collection,2005-12-31T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2005,air,1
Germany,Zarrentin,DEMV018,Background,Suburban,PTAC049,Ozone ,53.543687,10.929825,199.0,Continuous data collection,2000-12-31T23:00:01Z,2010-06-14T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2000,air,1
Germany,Arzberg/Egerstraße,DEBY002,Background,Suburban,PTAC044,Nitrogen monoxide ,50.058195,12.18865,67.0,Continuous data collection,1981-01-31T23:00:01Z,2012-02-06T24:00:00+01:00,PMME045,Chemiluminescence,1981,air,1
Germany,Mainz-Zitadelle,DERP009,Background,Urban,PTAC043,Nitrogen dioxide ,49.995016,8.273978999999999,74.0,Continuous data collection,1977-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1977,air,1
Germany,Westerland,DEUB001,Background,Rural,PTAC013,calcium in PM2.5 ,54.924967,8.308208,638.0,Continuous data collection,2010-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2010,aerosol,0
Germany,Frankenthal-Europaring,DERP026,Traffic,Urban,PTAC009,Benzene ,49.5333,8.3553,602.0,Continuous data collection,2012-01-03T23:00:01Z,Not Specified,PMME044,UV fluorescence,2012,air,1
Germany,Dresden-Nord,DESN061,Traffic,Urban,PTAC027,indeno_123cd_pyrene in PM10 ,51.06493,13.741397000000001,620.0,Continuous data collection,1998-02-02T23:00:01Z,Not Specified,PMME044,UV fluorescence,1998,aerosol,0
Germany,Magdeburg/Reuterallee,DEST099,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,52.131198,11.631161,210.0,Continuous data collection,2007-01-04T23:00:01Z,2012-02-02T24:00:00+01:00,PMME031,Beta ray attenuation,2007,aerosol,0
Germany,Eggenstein,DEBW004,Background,Rural-Near_city,PTAC010,Cadmium in PM10 ,49.07655,8.40666,554.0,Continuous data collection,2000-01-03T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2000,aerosol,0
Germany,Oker/Harlingerode,DENI016,Background,Suburban,PTAC028,Lead in PM10 ,51.901579999999996,10.48132,200.0,Continuous data collection,2012-03-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2012,aerosol,0
Germany,Hannover,DENI054,Background,Urban,PTAC049,Ozone ,52.36292,9.70612,70.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2009,air,1
Germany,Bielefeld Stapenhorststraße 59,DENW186,Traffic,Urban,PTAC044,Nitrogen monoxide ,52.026236,8.521576,14.0,Continuous data collection,2008-01-06T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2008,air,1
Germany,Mannheim-Süd,DEBW007,Background,Urban,PTAC044,Nitrogen monoxide ,49.431986,8.525819,11.0,Continuous data collection,1974-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,1974,air,1
Germany,Trier Kaiserstraße,DERP036,Traffic,Urban,PTAC045,Nitrogen oxides ,49.750128000000004,6.636977000000001,74.0,Continuous data collection,2013-12-31T23:00:01Z,2014-01-21T24:00:00+01:00,PMME045,Chemiluminescence,2013,air,1
Germany,Berlin Marienfelde,DEBE027,Background,Rural-Near_city,PTAC045,Nitrogen oxides ,52.398406,13.368103,11.0,Continuous data collection,1989-03-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1989,air,1
